Supplier Type,Supplier Name,Vlookup1,Vlookup2,DGS Certification,Supplier ID,Supplier #,PO ID,PO #,PO Date,Ln-Sch-Dst,Line Descr,NIGP,O/I,Category,Goods (Amt),Services (Amt),Construction (Amt),IT (Amt),
,ORCHARD SOFTWARE,,,LRG,15567,0,2000028442,1,3/29/24,01 01 01,Orchard Harvest User Licenses,20800,,IT,$0.00,$0.00,$0.00,"$9,500.00",
,OREGON STATE UNIVERSITY,,,LRG,14306,1,2000028253,1,3/5/24,01 01 01,Travel Reimbursement to Oregon State Uni,96200,,SERVICES,$0.00,"$2,300.42",$0.00,$0.00,
,"OSBORNE,PAUL-WTHD",,,LRG,21961,1,2000027973,1,1/22/24,01 01 01,2024 Bach Week Guest Artist - Paul Osbor,96200,,SERVICES,$0.00,$275.00,$0.00,$0.00,
,"OWEN MAIN PHOTOGRAPHY, LL",,,LRG,55930,1,2000026982,1,8/9/23,01 01 01,Photography Services for Athletics Depar,96200,,SERVICES,$0.00,"$46,800.00",$0.00,$0.00,
,OWL VISION LLC,,,LRG,56225,1,2000028438,1,3/28/24,01 01 01,Special Effects for Poly Royal 2024,96200,,SERVICES,$0.00,"$5,049.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,1,2000024457,1,2/13/24,01 01 01,MJ0085 Tech Park Phase 2 Electrical Syst,96200,,SERVICES,$0.00,"-$3,344.50",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000024457,0,2/13/24,02 01 01,Internal cfs change - MJ0085 TECH PARK P,96200,,SERVICES,$0.00,"$3,344.50",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027426,1,10/5/23,01 01 01,Engineering Services: Scope and delivera,96200,,SERVICES,$0.00,"$175,000.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027426,0,10/5/23,01 01 01,Engineering Services: Scope and delivera,96200,,SERVICES,$0.00,"-$30,500.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027426,0,10/5/23,02 01 01,Internal chartfield string change - Engi,96200,,SERVICES,$0.00,"$30,500.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027487,1,10/26/23,01 01 01,MJ0094 Video Broadcast Center  (LUMP SUM,96200,,SERVICES,$0.00,"$4,800.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027615,1,11/29/23,01 01 01,MJ0084 Wastewater Reclamation Facility -,96200,,SERVICES,$0.00,"$14,000.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027615,0,11/29/23,02 01 01,MJ0084 Wastewater Reclamation Facility -,96200,,SERVICES,$0.00,"$15,000.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027627,1,11/28/23,01 01 01,ESP7474 Upper Reservoir Water Line Repla,96200,,SERVICES,$0.00,"$12,000.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027627,0,11/28/23,02 01 01,SP7474 Upper Reservoir Water Line Replac,96200,,SERVICES,$0.00,"$15,000.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027747,1,12/7/23,01 01 01,MJ0071 Plant Science Complex - Electrica,96200,,SERVICES,$0.00,"$18,000.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027747,0,12/7/23,01 01 01,MJ0071 Plant Science Complex - Electrica,96200,,SERVICES,$0.00,"-$4,404.67",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027747,0,12/7/23,02 01 01,MJ0083 Animal Health - Electrical peer r,96200,,SERVICES,$0.00,"$15,000.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027747,0,12/7/23,02 01 01,MJ0083 Animal Health - Electrical peer r,96200,,SERVICES,$0.00,"-$4,083.45",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027747,0,12/7/23,03 01 01,Internal Account change- MJ0071 Plant Sc,96200,,SERVICES,$0.00,"$4,404.67",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000027747,0,12/7/23,04 01 01,Internal Account change- MJ0083 Animal H,96200,,SERVICES,$0.00,"$4,083.45",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000028219,1,3/8/24,01 01 01,MJ0085 Tech Park Expansion - Engineering,96200,,SERVICES,$0.00,"$5,100.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000028225,1,3/7/24,01 01 01,MJ0107 Solar PV & Battery Storage - Engi,96200,,SERVICES,$0.00,"$121,900.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000028425,1,3/29/24,01 01 01,MJ0097 Housing Program - Electrical & Te,96200,,SERVICES,$0.00,"$90,000.00",$0.00,$0.00,
NA,P2S INC.,,,LRG,11567,0,2000028425,0,3/29/24,02 01 01,Reimbursable Expenses (not-to-exceed),96200,,SERVICES,$0.00,"$10,000.00",$0.00,$0.00,
,PAC 12 CONFERENCE,,,LRG,16747,1,2000027363,1,10/3/23,01 01 01,PAC 12 Expense Sharing FY 21-22,96100,,SERVICES,$0.00,"$7,343.49",$0.00,$0.00,
,PAC 12 CONFERENCE,,,LRG,16747,0,2000027363,0,10/3/23,02 01 01,Men's Wrestling Officiating Payment FY 2,96100,,SERVICES,$0.00,"$7,928.54",$0.00,$0.00,
,PAC 12 CONFERENCE,,,LRG,16747,0,2000027363,0,10/3/23,03 01 01,Men's Wrestling Officiating Payment FY 2,96100,,SERVICES,$0.00,"$11,493.71",$0.00,$0.00,
,PACIFIC AIRLIFT INC.,,,LRG,57194,1,2000027411,1,10/23/23,01 01 01,Transportation for Cattle Purchased,96200,,SERVICES,$0.00,"$7,600.00",$0.00,$0.00,
,"PACIFIC HARVEST CATERING,",,,LRG,31830,1,2000027551,1,10/27/23,01 01 01,Catering for IPP partners dinner,96115,,SERVICES,$0.00,"$16,087.50",$0.00,$0.00,
,PACIFIC SIERRA BOARD OF O,,,LRG,34109,1,2000025108,1,11/22/22,02 01 01,FY 23-24 Beach Volleyball Officials - ad,96200,,SERVICES,$0.00,"$15,000.00",$0.00,$0.00,
,PARCHMENT LLC-WTHD,,,LRG,31811,1,2000027689,1,11/20/23,01 01 01,Parchment Annual Subscription 1/15/2024,20800,,IT,$0.00,$0.00,$0.00,"$9,098.00",
,PARCHMENT LLC-WTHD,,,LRG,31811,0,2000027689,0,11/20/23,02 01 01,Parchment Annual Subscription 1/15/2025,20800,,IT,$0.00,$0.00,$0.00,"$9,553.00",
,PARCHMENT LLC-WTHD,,,LRG,31811,0,2000027689,0,11/20/23,03 01 01,Parchment Annual Subscription 1/15/2026,20800,,IT,$0.00,$0.00,$0.00,"$10,031.00",
,"PARKHUB, INC.",,,LRG,45545,1,2000022190,1,8/30/21,03 01 01,Monthly = Device Fee FY 22/23,92045,,IT,$0.00,$0.00,$0.00,-$145.00,
,"PARKHUB, INC.",,,LRG,45545,0,2000022190,0,8/30/21,04 01 01,Monthly = Device Fee FY 23/24,92045,,IT,$0.00,$0.00,$0.00,$750.00,
,"PARKHUB, INC.",,,LRG,45545,0,2000027728,1,12/5/23,01 01 01,FY24 Prime EMV Device Ingenico,92000,,IT,$0.00,$0.00,$0.00,"$8,100.00",
,"PARKHUB, INC.",,,LRG,45545,0,2000027728,0,12/5/23,02 01 01,FY24 ParkHub Suite License - Professiona,92000,,IT,$0.00,$0.00,$0.00,"$11,250.00",
,"PARKHUB, INC.",,,LRG,45545,0,2000027728,0,12/5/23,03 01 01,FY24 Cellular Device Data,92000,,IT,$0.00,$0.00,$0.00,"$1,350.00",
,"PARKHUB, INC.",,,LRG,45545,0,2000027728,0,12/5/23,04 01 01,FY25 Prime EMV Device Ingencio,92000,,IT,$0.00,$0.00,$0.00,"$8,100.00",
,"PARKHUB, INC.",,,LRG,45545,0,2000027728,0,12/5/23,05 01 01,FY25 ParkHub Suite License - Professiona,92000,,IT,$0.00,$0.00,$0.00,"$11,250.00",
,"PARKHUB, INC.",,,LRG,45545,0,2000027728,0,12/5/23,06 01 01,FY25 Cellular Device Data,92000,,IT,$0.00,$0.00,$0.00,"$1,350.00",
,PARRA ENVIRONMENTAL TRAIN,,,LRG,57329,1,2000027667,1,11/28/23,01 01 01,AHERA Contractor Supervisor Refresher Tr,96200,,SERVICES,$0.00,"$13,980.00",$0.00,$0.00,
,PATRIOT SPORTFISHING-WTHD,,,LRG,33339,1,2000028397,1,3/25/24,01 01 01,MSCI 439 Patriot Sportfishing Field Trip,94500,,SERVICES,$0.00,"$1,937.50",$0.00,$0.00,
CAL/LOC,PAULS DRY CLEANERS,,,LRG,467,1,2000018918,1,8/26/19,02 01 01,Marching Band Uniform Cleaning (Fall 201,95400,,SERVICES,$0.00,"-$1,223.45",$0.00,$0.00,
CAL/LOC,PAULS DRY CLEANERS,,,LRG,467,0,2000018918,0,8/26/19,03 01 01,Marching Band Uniform Cleaning (Chinese,95400,,SERVICES,$0.00,"-$6,435.00",$0.00,$0.00,
CAL/LOC,PAULS DRY CLEANERS,,,LRG,467,0,2000027205,1,9/8/23,01 01 01,Dry Cleaning,96200,,SERVICES,$0.00,"$7,950.00",$0.00,$0.00,
CAL/LOC,PAULS DRY CLEANERS,,,LRG,467,0,2000027205,0,9/8/23,02 01 01,Alteration w/ Clean & Dry cleaning,96200,,SERVICES,$0.00,$250.00,$0.00,$0.00,
,PAVEMENT ENGINEERING INC,,,LRG,47293,1,2000024510,1,9/9/22,01 01 01,MH7501 Repaving & Sealing- SM 113 & YO 1,96200,,SERVICES,$0.00,-$272.50,$0.00,$0.00,
,PAVEMENT ENGINEERING INC,,,LRG,47293,0,2000026829,1,7/26/23,01 01 01,MP7551 Reseal/Restripe Parking Lots Not,96200,,SERVICES,$0.00,"$4,987.50",$0.00,$0.00,
,"PAYNE,JOSEPH-WTHD",,,LRG,55412,1,2000026845,1,7/24/23,01 01 01,FY 23/24 Piano Tuning Labor for Universi,96200,,SERVICES,$0.00,"$2,500.00",$0.00,$0.00,
,"PAYNE,JOSEPH-WTHD",,,LRG,55412,0,2000026845,0,7/24/23,02 01 01,FY 23/24 Piano labor for call-back repai,96200,,SERVICES,$0.00,"$1,200.00",$0.00,$0.00,
,"PAYNE,JOSEPH-WTHD",,,LRG,55412,0,2000026845,0,7/24/23,03 01 01,Perform piano inspections including open,96200,,SERVICES,$0.00,$600.00,$0.00,$0.00,
,PBK ARCHITECTS INC,,,LRG,49743,1,2000027744,1,12/5/23,01 01 01,MU7889 Replace Main Gym Roof - Rec Ctr 0,96200,,SERVICES,$0.00,"$74,152.00",$0.00,$0.00,
,PCL CONSTRUCTION SERVICES,,,LRG,8520,1,2000023870,1,8/31/23,02 01 01,MJ0093 Football Operations Center - Prec,96200,,SERVICES,$0.00,"-$555,609.40",$0.00,$0.00,
,PCL CONSTRUCTION SERVICES,,,LRG,8520,0,2000023870,0,8/31/23,03 01 01,MJ0093 Football Operations Center - Prec,96200,,SERVICES,$0.00,"-$348,606.12",$0.00,$0.00,
,"PEOPLEGROVE, INC.",,,LRG,45785,1,2000027291,1,9/20/23,01 01 01,Year 3 of multi year contract.  Final ye,92400,,SERVICES,$0.00,"$11,900.00",$0.00,$0.00,
,"PEOPLEGROVE, INC.",,,LRG,45785,0,2000027291,0,9/20/23,01 01 02,Year 3 of multi year contract.  Final ye,92400,,SERVICES,$0.00,"$4,000.00",$0.00,$0.00,
,"PEOPLEGROVE, INC.",,,LRG,45785,0,2000027291,0,9/20/23,01 01 03,Year 3 of multi year contract.  Final ye,92400,,SERVICES,$0.00,"$4,000.00",$0.00,$0.00,
,"PEOPLEGROVE, INC.",,,LRG,45785,0,2000027291,0,9/20/23,01 01 04,Year 3 of multi year contract.  Final ye,92400,,SERVICES,$0.00,"$1,350.00",$0.00,$0.00,
,"PEOPLEGROVE, INC.",,,LRG,45785,0,2000027291,0,9/20/23,01 01 05,Year 3 of multi year contract.  Final ye,92400,,SERVICES,$0.00,"$1,350.00",$0.00,$0.00,
,"PEOPLEGROVE, INC.",,,LRG,45785,0,2000027291,0,9/20/23,01 01 06,Year 3 of multi year contract.  Final ye,92400,,SERVICES,$0.00,"$1,350.00",$0.00,$0.00,
,"PEOPLEGROVE, INC.",,,LRG,45785,0,2000027291,0,9/20/23,01 01 07,Year 3 of multi year contract.  Final ye,92400,,SERVICES,$0.00,"$1,350.00",$0.00,$0.00,
,"PEOPLEGROVE, INC.",,,LRG,45785,0,2000027291,0,9/20/23,01 01 08,Year 3 of multi year contract.  Final ye,92400,,SERVICES,$0.00,"$1,350.00",$0.00,$0.00,
,"PEOPLEGROVE, INC.",,,LRG,45785,0,2000027291,0,9/20/23,01 01 09,Year 3 of multi year contract.  Final ye,92400,,SERVICES,$0.00,"$1,350.00",$0.00,$0.00,
,"PERFORMA LABS, INC.",,,LRG,57531,1,2000027898,1,1/8/24,01 01 01,Mental Health Decision Making Course,20800,,IT,$0.00,$0.00,$0.00,"$3,600.00",
,"PERFORMA LABS, INC.",,,LRG,57531,0,2000027898,0,1/8/24,02 01 01,Strategic Communications Course,20800,,IT,$0.00,$0.00,$0.00,"$1,500.00",
,"PERFORMA LABS, INC.",,,LRG,57531,0,2000027898,0,1/8/24,03 01 01,Use of Force Course,20800,,IT,$0.00,$0.00,$0.00,"$2,500.00",
,"PERFORMA LABS, INC.",,,LRG,57531,0,2000027898,0,1/8/24,04 01 01,Implementation Fee,20800,,IT,$0.00,$0.00,$0.00,$400.00,
,"PERFORMA LABS, INC.",,,LRG,57531,0,2000027898,0,1/8/24,05 01 01,Administrator Dashboard,20800,,IT,$0.00,$0.00,$0.00,$200.00,
,"PERFORMA LABS, INC.",,,LRG,57531,0,2000027898,0,1/8/24,06 01 01,Implementation Fee Discount,20800,,IT,$0.00,$0.00,$0.00,-$400.00,
,"PERFORMA LABS, INC.",,,LRG,57531,0,2000027898,0,1/8/24,07 01 01,Administrator Dashboard Discount,20800,,IT,$0.00,$0.00,$0.00,-$200.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,1,2000022802,1,12/14/21,17 01 01,Line 14-12345 on PO 2000022802 MJ0075 Un,96200,,SERVICES,$0.00,"$67,325.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,17 01 01,Line 14-12345 on PO 2000022802 MJ0075 Un,96200,,SERVICES,$0.00,"-$25,000.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,17 01 02,Line 14-12345 on PO 2000022802 MJ0075 Un,96200,,SERVICES,$0.00,"$16,120.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,17 01 02,Line 14-12345 on PO 2000022802 MJ0075 Un,96200,,SERVICES,$0.00,"-$16,120.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,18 01 01,Line 14-6 & 14-7 on PO2000022802 MJ0075,96200,,SERVICES,$0.00,"$16,120.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,18 01 01,Line 14-6 & 14-7 on PO2000022802 MJ0075,96200,,SERVICES,$0.00,"-$8,000.20",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,19 01 01,Lines 15-1 & 15-3 on PO2000022802 MJ0075,96200,,SERVICES,$0.00,"$107,750.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,20 01 01,Line 15-2 on PO2000022802 MJ0075 Univers,96200,,SERVICES,$0.00,"$1,020.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,21 01 01,MJ0075 UU Bldg 19 ESA#16 ($14000),96200,,SERVICES,$0.00,"$14,000.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,22 01 01,Line 17-Internal DeptID change- Line 14-,96200,,SERVICES,$0.00,"$25,000.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,23 01 01,Line 18-Internal DeptID change- Line 14-,96200,,SERVICES,$0.00,"$8,000.20",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,24 01 01,MJ0075 UU Bldg 19 ESA#17 ($20000 607037),96200,,SERVICES,$0.00,"-$20,000.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000022802,0,12/14/21,25 01 01,MJ0075 UU Bldg 19 ESA#17 $25000 (see Lin,96200,,SERVICES,$0.00,"$25,000.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000027749,1,11/29/23,01 01 01,FN7832 FOE Exterior Enhancement - Bld 25,96200,,SERVICES,$0.00,"$112,900.00",$0.00,$0.00,
,PERKINS EASTMAN ARCHITECT,,,LRG,53774,0,2000027749,0,11/29/23,01 01 01,FN7832 FOE Exterior Enhancement - Bld 25,96200,,SERVICES,$0.00,"-$23,000.00",$0.00,$0.00,
,PFFA ACQUIS DBA PRO FOOTB,,,LRG,55081,1,2000024201,1,7/19/22,02 01 01,FY 23-24 PFF Software - Football Databas,96200,,SERVICES,$0.00,"$7,500.00",$0.00,$0.00,
,PG&E COMPANY,,,LRG,33407,1,2000027932,1,1/11/24,01 01 01,Elec Reloc & Rearrangement,96200,,SERVICES,$0.00,"$45,459.15",$0.00,$0.00,
,"PHOTOSHELTER, INC.",,,LRG,40403,1,2000026511,1,5/30/23,01 01 01,2023-24 Photoshelter License,91500,,IT,$0.00,$0.00,$0.00,"$9,900.00",
,"PILLER,ALICIA-WTHD",,,LRG,57567,1,2000027916,1,1/16/24,01 01 01,Honorarium for Artist/Educator - Alicia,92400,,SERVICES,$0.00,"$1,666.50",$0.00,$0.00,
,"PILLER,ALICIA-WTHD",,,LRG,57567,0,2000027916,0,1/16/24,01 01 02,Honorarium for Artist/Educator - Alicia,92400,,SERVICES,$0.00,$833.50,$0.00,$0.00,
,PLANNING ACCREDITATION BO,,,LRG,35318,1,2000027418,1,10/5/23,01 01 01,PAB annual accreditation fee,96200,,SERVICES,$0.00,"$2,805.00",$0.00,$0.00,
,PLANON CORPORATION,,,LRG,43117,1,2000011388,1,10/4/17,23 01 01,Change Order for Planon Year 11/1/2023-1,96200,,SERVICES,$0.00,"$207,593.13",$0.00,$0.00,
,PLANON CORPORATION,,,LRG,43117,0,2000011388,0,10/4/17,24 01 01,Change Order to add Software Licensing-P,96200,,SERVICES,$0.00,"$12,506.40",$0.00,$0.00,
,PLANON CORPORATION,,,LRG,43117,0,2000011388,0,10/4/17,25 01 01,Change Order 29 Upgrade Control per Quot,96200,,SERVICES,$0.00,"$21,696.00",$0.00,$0.00,
,"PLUMMER,CARLOS-WTHD",,,LRG,57871,1,2000028179,1,2/22/24,01 01 01,Guest Lecture,92400,,SERVICES,$0.00,$400.00,$0.00,$0.00,
,"PLUMMER,KYLE-WTHD",,,LRG,53974,1,2000028201,1,2/14/24,01 01 01,Guest Lecture 1. 1/10/2024 (Winter Quart,92400,,SERVICES,$0.00,$400.00,$0.00,$0.00,
,"PLURALSIGHT, LLC",,,LRG,55631,1,2000027716,1,11/27/23,01 01 01,PluralSight Business - Plus student seat,96200,,SERVICES,$0.00,"$23,520.00",$0.00,$0.00,
,"POLLY,JONATHAN R-WTHD",,,LRG,55750,1,2000025421,1,1/20/23,02 01 01,Travel expenses related to contractual s,96200,,SERVICES,$0.00,"-$9,548.00",$0.00,$0.00,
,"POLLY,JONATHAN R-WTHD",,,LRG,55750,0,2000025421,0,1/20/23,03 01 01,Contractual services to be billed at $10,96200,,SERVICES,$0.00,"$48,000.00",$0.00,$0.00,
,"POLLY,JONATHAN R-WTHD",,,LRG,55750,0,2000025421,0,1/20/23,04 01 01,Travel expenses related to contractual s,96200,,SERVICES,$0.00,"$12,000.00",$0.00,$0.00,
,"POLLY,JONATHAN R-WTHD",,,LRG,55750,0,2000025421,0,1/20/23,05 01 01,Contractual services to be billed at $10,96200,,SERVICES,$0.00,"$48,000.00",$0.00,$0.00,
,"POLLY,JONATHAN R-WTHD",,,LRG,55750,0,2000025421,0,1/20/23,06 01 01,Travel expenses related to contractual s,96200,,SERVICES,$0.00,"$12,000.00",$0.00,$0.00,
,POLYNESIAN ADVENTURE TOUR,,,LRG,49026,1,2000019608,1,1/13/20,01 01 01,Polynesian Adventure Charter Bus - Baseb,96200,,SERVICES,$0.00,"-$4,536.07",$0.00,$0.00,
,POLYNESIAN ADVENTURE TOUR,,,LRG,49026,0,2000023824,1,5/17/22,01 01 01,Baseball vs. Hawaii - airport pick up 5/,96200,,SERVICES,$0.00,-$243.51,$0.00,$0.00,
,POLYNESIAN ADVENTURE TOUR,,,LRG,49026,0,2000023824,0,5/17/22,02 01 01,Drop off at Aston Waikiki Beach Hotel -,96200,,SERVICES,$0.00,-$487.02,$0.00,$0.00,
,POLYNESIAN ADVENTURE TOUR,,,LRG,49026,0,2000023824,0,5/17/22,03 01 01,Pick up at hotel - to UH - 5/25,96200,,SERVICES,$0.00,-$487.02,$0.00,$0.00,
,"POWERDMS, INC.",,,LRG,40832,1,2000027495,1,10/23/23,01 01 01,PowerDMS Subscription Users 149 Term 11/,20800,,IT,$0.00,$0.00,$0.00,"$8,251.69",
,"POWERDMS, INC.",,,LRG,40832,0,2000027495,0,10/23/23,02 01 01,PowerDMS Standards AAAHC - Accreditation,20800,,IT,$0.00,$0.00,$0.00,$805.00,
,PRECISION MACHINE CO,,,LRG,9580,1,2000028036,1,1/25/24,01 01 01,Remove Seal on pump MQ-Pump  Model - QP,96200,,SERVICES,$0.00,$250.00,$0.00,$0.00,
,"PRESTIGE GRAPHICS, INC",,,LRG,9385,1,2000027962,1,1/19/24,01 01 01,POSTAGE FOR 2023 1098T MAILINGS,96200,,SERVICES,$0.00,"$7,650.00",$0.00,$0.00,
,"PRESTIGE GRAPHICS, INC",,,LRG,9385,0,2000027962,0,1/19/24,02 01 01,1098T RECORDS PROCESSING for 2023,96200,,SERVICES,$0.00,"$10,800.00",$0.00,$0.00,
,"PRESTIGE GRAPHICS, INC",,,LRG,9385,0,2000027962,0,1/19/24,03 01 01,TAXES (NON POSTAGE),96200,,SERVICES,$0.00,$950.00,$0.00,$0.00,
,PREVEIL INC.,,,LRG,57918,1,2000028280,1,2/29/24,01 01 01,User License for Gov Comm User Encrypted,96200,,SERVICES,$0.00,"$27,318.00",$0.00,$0.00,
,PREVEIL INC.,,,LRG,57918,0,2000028280,0,2/29/24,02 01 01,Admin License for Gov Comm Superuser Enc,96200,,SERVICES,$0.00,"$3,888.00",$0.00,$0.00,
,PREVEIL INC.,,,LRG,57918,0,2000028280,0,2/29/24,03 01 01,Onboarding Service Package System Set-up,96200,,SERVICES,$0.00,"$1,000.00",$0.00,$0.00,
,PREVEIL INC.,,,LRG,57918,0,2000028280,0,2/29/24,04 01 01,DoD Compliance Package Bundle Year 1: Te,96200,,SERVICES,$0.00,"$3,600.00",$0.00,$0.00,
,PREVEIL INC.,,,LRG,57918,0,2000028280,0,2/29/24,05 01 01,DoD Compliance Package Bundle Years 2 &,96200,,SERVICES,$0.00,"$3,600.00",$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000026149,1,5/2/23,05 01 01,PSS Hand Sanitizer Pen Sprayer w/Alcohol,96200,,GOODS,$0.00,$0.00,$0.00,$0.00,
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000026149,0,5/2/23,05 01 01,PSS Hand Sanitizer Pen Sprayer w/Alcohol,96200,,GOODS,$0.00,$0.00,$0.00,$0.00,
,"PRITCHARD,IAN-WTHD",,,LRG,49233,1,2000027979,1,1/23/24,01 01 01,2024 Bach Week Guest Artist - Ian Pritch,96200,,SERVICES,$0.00,"$2,000.00",$0.00,$0.00,
,"PROCORE TECHNOLOGIES, INC",,,LRG,52977,1,2000025703,1,3/24/23,05 01 01,Project Financials-ACV from 46m to 48m a,96200,,SERVICES,$0.00,"$2,770.00",$0.00,$0.00,
,"PROCORE TECHNOLOGIES, INC",,,LRG,52977,0,2000025703,0,3/24/23,06 01 01,Project Management Pro-ACV from 46m to 4,96200,,SERVICES,$0.00,"$1,878.00",$0.00,$0.00,
,"PROCORE TECHNOLOGIES, INC",,,LRG,52977,0,2000025703,0,3/24/23,07 01 01,Quality & Safety-ACV from 46m to 48m and,96200,,SERVICES,$0.00,$635.45,$0.00,$0.00,
,"PROCORE TECHNOLOGIES, INC",,,LRG,52977,0,2000025703,0,3/24/23,08 01 01,Project Management Pro Contract Extensio,96200,,SERVICES,$0.00,"$67,617.16",$0.00,$0.00,
,"PROCORE TECHNOLOGIES, INC",,,LRG,52977,0,2000025703,0,3/24/23,09 01 01,Project Financial Contract Extension 3/2,96200,,SERVICES,$0.00,"$33,347.65",$0.00,$0.00,
,"PROCORE TECHNOLOGIES, INC",,,LRG,52977,0,2000025703,0,3/24/23,10 01 01,Quality & Safety Contract Extension 3/26,96200,,SERVICES,$0.00,"$26,069.71",$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,1,2000026974,1,8/9/23,01 01 01,Drawstring Backpack with Zipper,96600,,SERVICES,$0.00,$951.00,$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026974,0,8/9/23,02 01 01,Shipping & Handling,96600,,SERVICES,$0.00,$69.85,$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026974,0,8/9/23,03 01 01,San Luis Obispo County Sales Tax 7.25%,96600,,SERVICES,$0.00,$68.95,$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026975,1,8/9/23,01 01 01,Vacuum Insulated Coffee Mug with Handle,96600,,SERVICES,$0.00,"$3,996.00",$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026975,0,8/9/23,02 01 01,Shipping and Handling,96600,,SERVICES,$0.00,$456.95,$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026975,0,8/9/23,03 01 01,San Luis Obispo County Sales Tax 7.25%,96600,,SERVICES,$0.00,$289.71,$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026976,1,8/9/23,01 01 01,6 in 1 Portable Bamboo Utensil Set,96600,,SERVICES,$0.00,"$1,112.50",$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026976,0,8/9/23,03 01 01,San Luis Obispo County Sales Tax 7.25%,96600,,SERVICES,$0.00,$80.66,$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026977,1,8/9/23,01 01 01,Home & Table Wine & Cheese Set,96600,,SERVICES,$0.00,"$2,656.50",$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026977,0,8/9/23,02 01 01,Shipping and Handling,96600,,SERVICES,$0.00,$197.85,$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026977,0,8/9/23,03 01 01,Luis Obispo County Sales Tax 7.25%,96600,,SERVICES,$0.00,$192.60,$0.00,$0.00,
,PROMOTIONAL CONCEPTS,,,LRG,43616,0,2000026978,1,8/9/23,01 01 01,Corvelli Waist Bag (Fanny Pack),96600,,SERVICES,$0.00,"$2,215.00",$0.00,$0.00,
