Report ID:,CSUPO001,SLCMP - Cal Poly San Luis Obispo,Page No :,1,,,,,,,,,,
,6475,FLUKE ELECTRONICS CORPORA,2000026925,8/3/23,02 01 01,FLUKE 3-YR GOLD SUPPORT DSX CABLE ANALYZ,96200,,0,"3,276.00",0,0,2,2023
,41584,"FLYING U RODEO CO.,INC",2000027080,8/24/23,01 01 01,Flying U Production Services for BreakaW,96200,,0,"18,000.00",0,0,2,2023
,41584,"FLYING U RODEO CO.,INC",2000028394,3/21/24,01 01 01,Rodeo Production for Poly Royal,96200,,0,"28,500.00",0,0,9,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,04 01 01,Computers - TBD,20400,,0,0,0,"-5,379.38",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,04 01 01,Computers - TBD,20400,,0,0,0,"-4,095.09",9,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,11 01 01,"Applecare+ For Schools - Macbook Pro 14""",20400,,0,0,0,213.43,2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,11 01 01,"Applecare+ For Schools - Macbook Pro 14""",20400,,0,0,0,-14.43,3,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,12 01 01,E-waste (Moore),20400,,0,0,0,4.29,2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,12 01 01,E-waste (Moore),20400,,0,0,0,-0.29,3,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,13 01 01,"26965917 MBP 16"" M2 12 / 19 / 512 - Silv",20400,,0,0,0,"2,465.68",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,14 01 01,"Applecare+ For Schools - Macbook Pro 16""",20400,,0,0,0,385.03,2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,14 01 01,"Applecare+ For Schools - Macbook Pro 16""",20400,,0,0,0,-106.03,9,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,15 01 01,E-waste (Scott),20400,,0,0,0,5.36,2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,15 01 01,E-waste (Scott),20400,,0,0,0,-0.36,3,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026542,6/6/23,16 01 01,"26965795 Macbook Pro 14"" M2 Pro 512GB Sp",20400,,0,0,0,"1,983.05",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026736,7/12/23,01 01 01,"Macbook Pro 16"" M2 Pro 512GB Sp Gray",57800,,"2,465.68",0,0,0,1,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026736,7/12/23,01 01 01,"Macbook Pro 16"" M2 Pro 512GB Sp Gray",57800,,-0.01,0,0,0,2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026736,7/12/23,02 01 01,"Applecare+ for Schools MacBook Pro 16"" M",57800,,279,0,0,0,1,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026736,7/12/23,03 01 01,"E-waste $5 CA Recycle Fee 15"" to 34""",57800,,5,0,0,0,1,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026736,7/12/23,04 01 01,Magic Keyboard w/Touch ID Num Keypad US,57800,,191.98,0,0,0,1,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026736,7/12/23,05 01 01,Magic Mouse Silver,57800,,84.73,0,0,0,1,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026741,7/12/23,01 01 01,Macbook Pro 16 M1 Pro 512GB Space Gray M,20400,,0,0,0,"2,270.47",1,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026741,7/12/23,01 01 01,Macbook Pro 16 M1 Pro 512GB Space Gray M,20400,,0,0,0,"-2,270.47",11,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026741,7/12/23,02 01 01,E-waste $5 CA recycle fee,20400,,0,0,0,5,1,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026741,7/12/23,02 01 01,E-waste $5 CA recycle fee,20400,,0,0,0,-5,11,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026741,7/12/23,03 01 01,"Applecare+ for schools MacBook Pro 16"" 4",20400,,0,0,0,429,1,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026741,7/12/23,03 01 01,"Applecare+ for schools MacBook Pro 16"" 4",20400,,0,0,0,-429,11,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026990,8/23/23,01 01 01,CP Scholars Tech Credit FY 23/24,20700,,0,0,0,"2,198,625.00",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026990,8/23/23,02 01 01,Alessio Fund Tech Credit FY 23/24,20700,,0,0,0,"53,625.00",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026990,8/23/23,03 01 01,Noyce Fund Tech Credit FY 23/24,20700,,0,0,0,"53,625.00",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026990,8/23/23,04 01 01,CENG Donor Fund Tech Credit FY 23/24,20700,,0,0,0,"32,175.00",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026990,8/23/23,05 01 01,Harrison Fund Tech Credit FY 23/24,20700,,0,0,0,"26,812.50",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000026990,8/23/23,06 01 01,Fortune Scholar Tech Credit FY 23/24,20700,,0,0,0,"2,681.25",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027089,8/24/23,01 01 01,"Macbook Pro 14"" M2 Pro 1TB Space Gray",20400,,0,0,0,"2,465.68",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027089,8/24/23,01 01 01,"Macbook Pro 14"" M2 Pro 1TB Space Gray",20400,,0,0,0,-0.01,6,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027089,8/24/23,02 01 01,"Applecare+ For Schools - Macbook Pro 14""",20400,,0,0,0,199,2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027089,8/24/23,03 01 01,Apple Studio Display Standard Glass,20400,,0,0,0,"2,036.68",2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027089,8/24/23,04 01 01,Magic Mouse Silver,20400,,0,0,0,84.73,2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027089,8/24/23,05 01 01,Magic Keyboard w/Touch ID Num Keypad US,20400,,0,0,0,191.98,2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027089,8/24/23,06 01 01,"E-waste $4 CA Recycle Fee 4' to 14""",20400,,0,0,0,4,2,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027254,9/15/23,01 01 01,"MacBook Pro 14"" M2 Pro 512 GB",20400,,0,0,0,"1,983.05",3,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027254,9/15/23,02 01 01,AppleCare+ for Schools 0 3 yrs.,20400,,0,0,0,199,3,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000027254,9/15/23,03 01 01,E-waste recycling fee,20400,,0,0,0,4,3,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028088,2/6/24,01 01 01,"iMac 24"" M3 8C CPU 10C GPU Slv 16GB unif",20400,,0,0,0,"1,792.00",8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028088,2/6/24,02 01 01,"iMac - E-waste $5 CA Recycle Fee 15"" to",20400,,0,0,0,5,8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028088,2/6/24,03 01 01,iMac - Applecare+ for Schools iMac 3-Yea,20400,,0,0,0,119,8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028088,2/6/24,04 01 01,"Macbook Pro 14"" M3 Pro 512GB Sp Blk 11C",20400,,0,0,0,"1,849.00",8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028088,2/6/24,05 01 01,Macbook - Applecare+ For Schools - Macbo,20400,,0,0,0,199,8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028088,2/6/24,06 01 01,Macbook - E-waste $4 CA Recycle Fee 4' t,20400,,0,0,0,4,8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028088,2/6/24,07 01 01,Tax,20400,,0,0,0,263.97,8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028232,2/23/24,01 01 01,Bookstore Fee for Diploma Printing 2021-,96600,,0,"20,000.00",0,0,8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028233,2/20/24,01 01 01,Mac Studio: Apple M2 Ultra,20400,,0,0,0,"4,463.00",8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028233,2/20/24,02 01 01,3-Year AppleCare+ for Schools - Mac Stud,20400,,0,0,0,119,8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028233,2/20/24,03 01 01,Apple Studio Display - Standard Glass -,20400,,0,0,0,"1,861.00",8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028233,2/20/24,04 01 01,AppleCare+ for Apple Studio Display,20400,,0,0,0,119,8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028233,2/20/24,05 01 01,Estimated Tax (please note can be additi,20400,,0,0,0,475.75,8,2023
,54313,FOLLETT CORP DBA  FOLLETT,2000028233,2/20/24,06 01 01,eWaste Fee/Recycling Fee,20400,,0,0,0,10,8,2023
,42885,FOLLETT HIGHER EDUCATION,2000019681,1/28/20,01 01 01,Athletics blanket PO for textbooks Men's,57800,,-408.89,0,0,0,7,2023
,55614,"FONDRIEST ENVIRONMENTAL,",2000027733,12/5/23,01 01 01,UW-CON UW Plug Connectorization of Senso,49000,,"1,463.96",0,0,0,6,2023
,55614,"FONDRIEST ENVIRONMENTAL,",2000027733,12/5/23,02 01 01,MCIL-8-FS-10 Female 8-pin Wet Mateable C,49000,,375.38,0,0,0,6,2023
,55614,"FONDRIEST ENVIRONMENTAL,",2000027733,12/5/23,03 01 01,MCIL-8-FS-20 Female 8-pin Wet Mateable C,49000,,482.63,0,0,0,6,2023
,55614,"FONDRIEST ENVIRONMENTAL,",2000027733,12/5/23,04 01 01,UW6-FL3 UW 6-Pin Plug to Flying Lead Cab,49000,,155.51,0,0,0,6,2023
,55614,"FONDRIEST ENVIRONMENTAL,",2000027733,12/5/23,05 01 01,UW6-FL10 6-Pin Plug to Flying Lead Cable,49000,,230.59,0,0,0,6,2023
,55614,"FONDRIEST ENVIRONMENTAL,",2000027733,12/5/23,06 01 01,Shipping,96200,,0,119.46,0,0,6,2023
,48548,FONEMED LLC,2000018494,8/1/22,06 01 01,After Hours Nurse Advice Line - FY 23/24,94800,,0,"35,300.00",0,0,4,2023
,15928,FOOD 4 LESS,2000027379,10/9/23,01 01 01,Cal Poly Food Pantry Purchases - FY 23/2,39300,,"10,000.00",0,0,0,4,2023
,15928,FOOD 4 LESS,2000027379,10/9/23,01 01 01,Cal Poly Food Pantry Purchases - FY 23/2,39300,,"-2,588.41",0,0,0,7,2023
,15928,FOOD 4 LESS,2000027379,10/9/23,02 01 01,Cal Poly Food Pantry Purchases - FY 23/2,39300,,"12,588.41",0,0,0,7,2023
,15928,FOOD 4 LESS,2000027379,10/9/23,02 01 01,Cal Poly Food Pantry Purchases - FY 23/2,39300,,"20,000.00",0,0,0,10,2023
,56938,FORCOLLEGEFORLIFE INC-WTH,2000026927,8/3/23,01 01 01,Hazing Prevention Program Keynote Speake,96200,,0,"5,200.00",0,0,2,2023
,17157,"FORD,KATHLEEN-WTHD",2000027447,10/10/23,01 01 01,Kathleen Ford - Orchesis Guest Choreogra,96200,,0,"1,200.00",0,0,5,2023
,58085,FORT HILL ASSOCIATES LLC-,2000028426,3/29/24,01 01 01,MJ0097 Student Housing Program - Constru,96200,,0,"174,460.00",0,0,9,2023
,58085,FORT HILL ASSOCIATES LLC-,2000028426,3/29/24,02 01 01,Housing Program Monthly Payment Applicat,96200,,0,"87,600.00",0,0,12,2023
,53809,"FORTINI LANDSCAPES, INC.",2000027545,11/8/23,01 01 01,Landscape Construction Services at bldg.,96200,,0,"8,470.00",0,0,5,2023
,53809,"FORTINI LANDSCAPES, INC.",2000027743,1/19/24,01 01 01,SP7661 Streetscape Grand Ave N Perimeter,96200,,0,"220,750.00",0,0,8,2023
,53809,"FORTINI LANDSCAPES, INC.",2000027743,1/19/24,02 01 01,Change Order #1 A1 Parking Lot renovatio,96200,,0,"95,350.00",0,0,9,2023
,53809,"FORTINI LANDSCAPES, INC.",2000027881,1/3/24,01 01 01,SP7516 Storm Mitigation/Prevention (LUMP,96200,,0,"124,850.00",0,0,7,2023
,42923,"FOUR WINDS INTERACTIVE, L",2000026856,7/25/23,01 01 01,SaaS Support for Legacy Digital Signage,96200,,0,"10,957.10",0,0,1,2023
,31213,FREESTYLE EVENT SERVICES,2000027137,8/30/23,01 01 01,Recreation Center Video,96200,,0,"1,429.00",0,0,2,2023
,31213,FREESTYLE EVENT SERVICES,2000027137,8/30/23,02 01 01,Recreation Center Audio,96200,,0,"1,761.00",0,0,2,2023
,31213,FREESTYLE EVENT SERVICES,2000027137,8/30/23,03 01 01,Recreation Center Power Distro,96200,,0,155,0,0,2,2023
,31213,FREESTYLE EVENT SERVICES,2000027137,8/30/23,04 01 01,Additional PA System,96200,,0,350,0,0,2,2023
,31213,FREESTYLE EVENT SERVICES,2000027137,8/30/23,05 01 01,Labor and Delivery,96200,,0,"3,150.00",0,0,2,2023
,31213,FREESTYLE EVENT SERVICES,2000027901,1/8/24,01 01 01,Outdoor Lighting for CAFES Holiday Party,3700,,"2,440.00",0,0,0,7,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,01 01 01,Rec Center Main Audio PA Package,96200,,0,"1,650.00",0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,02 01 01,Rec Center Main Audio Control Package,96200,,0,100,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,03 01 01,Rec Center Microphone Package,96200,,0,465,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,04 01 01,Rec Center LED Wall Package (One time in,96200,,0,"4,975.00",0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,05 01 01,Rec Center Video Control Package,96200,,0,585,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,06 01 01,Rec Center Power Distribution,96200,,0,625,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,07 01 01,Rec Center Set Labor,96200,,0,"1,560.00",0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,08 01 01,Rec Center Delivery - Roundtrip,96200,,0,800,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,09 01 01,Rec Center Event Support,96200,,0,738,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,10 01 01,Rec Center Discount,96200,,0,"-1,188.75",0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,11 01 01,Dexter Lawn Stage Package,96200,,0,"3,933.00",0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,12 01 01,Dexter Lawn Main Audio PA Package,96200,,0,775,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,13 01 01,Dexter Lawn Main Audio Control Package,96200,,0,350,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,14 01 01,Dexter Lawn Microphone Package,96200,,0,899,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,15 01 01,Dexter Lawn Power Distribution,96200,,0,400,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,16 01 01,Dexter Lawn Set Labor,96200,,0,780,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,17 01 01,Dexter Lawn Audio Technician,96200,,0,475,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,18 01 01,Dexter Lawn Strike Labor,96200,,0,780,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,19 01 01,Dexter Lawn Delivery - Roundtrip,96200,,0,800,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,20 01 01,Dexter Lawn Discount,96200,,0,-953.55,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,21 01 01,Rec Center Audio Technician,96200,,0,475,0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028419,3/22/24,22 01 01,Rec Center Strike Labor,96200,,0,"1,560.00",0,0,9,2023
,31213,FREESTYLE EVENT SERVICES,2000028511,6/4/24,01 01 01,Cal Poly Fall Commencement 2024 Structur,96200,,0,"18,320.00",0,0,12,2023
,31213,FREESTYLE EVENT SERVICES,2000028511,6/4/24,02 01 01,Cal Poly Fall Commencement 2024 - Audio,96200,,0,"7,625.00",0,0,12,2023
,31213,FREESTYLE EVENT SERVICES,2000028511,6/4/24,03 01 01,Cal Poly Fall Commencement 2024 - LED Wa,96200,,0,"18,270.00",0,0,12,2023
,31213,FREESTYLE EVENT SERVICES,2000028511,6/4/24,04 01 01,Cal Poly Fall Commencement 2024 - Lighti,96200,,0,935.5,0,0,12,2023
,31213,FREESTYLE EVENT SERVICES,2000028511,6/4/24,05 01 01,Cal Poly Fall Commencement 2024 - Stream,96200,,0,"10,680.00",0,0,12,2023
,31213,FREESTYLE EVENT SERVICES,2000028511,6/4/24,06 01 01,Cal Poly Fall Commencement 2024 - All La,96200,,0,"26,650.00",0,0,12,2023
,31213,FREESTYLE EVENT SERVICES,2000028511,6/4/24,07 01 01,Line Discount,96200,,0,"-2,830.00",0,0,12,2023
,46613,FRESNO TRUCK CENTER,2000027338,9/27/23,01 01 01,2016 International 4300 SBA 4x2 Dump Tru,7000,,"57,742.22",0,0,0,3,2023
,46613,FRESNO TRUCK CENTER,2000027420,10/13/23,01 01 01,2018 Freightliner model M2-106 water Tru,7000,,"92,105.79",0,0,0,4,2023
,57030,FS.COM INC,2000027215,9/12/23,01 01 01,Palo Alto Networks PAN-100G-QSFP28-IR4 C,45000,,810.81,0,0,0,3,2023
,57030,FS.COM INC,2000027215,9/12/23,02 01 01,Customized 100GBASE-CWDM4 QSFP28 1310nm,45000,,"2,837.84",0,0,0,3,2023
,57030,FS.COM INC,2000027215,9/12/23,03 01 01,Shipping,96200,,0,23,0,0,3,2023
,48879,"FS3, INC. DBA FS3|HODGES",2000027642,11/9/23,01 01 01,MJ0060 SATRC (LUMP SUM) Consultant Servi,96200,,0,"1,706.25",0,0,5,2023
,53493,"FULL PRICE PRODUCTIONS, I",2000027940,1/22/24,01 01 01,Jamieson Price - Name reading services f,96200,,0,"11,250.00",0,0,7,2023
,55794,G & S DIAZ CORPORATION,2000028002,1/24/24,01 01 01,Catering - Cal Poly Alumni Reception at,96200,,0,"3,857.00",0,0,7,2023
,55794,G & S DIAZ CORPORATION,2000028002,1/24/24,01 01 01,Catering - Cal Poly Alumni Reception at,96200,,0,119,0,0,8,2023
,56643,G5 OFFICE INTERIORS LLC,2000026794,7/27/23,01 01 01,SP6397 Kennedy Library Renovation-Genera,96200,,0,"249,000.00",0,0,1,2023
,56643,G5 OFFICE INTERIORS LLC,2000026967,8/14/23,01 01 01,SP6397 Kennedy Library Renovation - Shel,96200,,0,"26,700.00",0,0,2,2023
,14717,GALA SYSTEMS INC,2000027169,9/5/23,01 01 01,Spiral Lift Maintenance (Annual Inspecti,93600,,0,"5,800.00",0,0,3,2023
,827,GALE/CENGAGE LEARNING,2000027959,2/2/24,01 01 01,Database - eBook on Brands and Their Com,52500,,"2,545.46",0,0,0,8,2023
,56608,GALT JOINT UNION HIGH SCH,2000026519,7/3/23,01 01 01,Payroll - Teacher in Residence,92400,,0,"88,000.00",0,0,1,2023
,8330,"GALVAN,JENNIFER DODSON-WT",2000027532,10/26/23,01 01 01,Fall 2023 Non-music Major Lessons for Wi,96200,,0,220,0,0,4,2023
,8330,"GALVAN,JENNIFER DODSON-WT",2000027532,10/26/23,02 01 01,Winter 2024 Non-music Major Lessons for,96200,,0,220,0,0,4,2023
,8330,"GALVAN,JENNIFER DODSON-WT",2000027532,10/26/23,02 01 01,Winter 2024 Non-music Major Lessons for,96200,,0,-220,0,0,9,2023
,8330,"GALVAN,JENNIFER DODSON-WT",2000027532,10/26/23,03 01 01,Spring 2024 Non-music Major Lessons for,96200,,0,220,0,0,4,2023
,8330,"GALVAN,JENNIFER DODSON-WT",2000027532,10/26/23,03 01 01,Spring 2024 Non-music Major Lessons for,96200,,0,-220,0,0,12,2023
,8330,"GALVAN,JENNIFER DODSON-WT",2000027532,10/26/23,04 01 01,Section Rehearsals,96200,,0,300,0,0,4,2023
,8330,"GALVAN,JENNIFER DODSON-WT",2000027532,10/26/23,04 01 01,Section Rehearsals,96200,,0,-300,0,0,12,2023
,54185,"GANNETT FLEMING, INC.",2000023140,3/4/22,04 01 01,Amendment #3,96200,,0,"-137,804.00",0,0,2,2023
,54185,"GANNETT FLEMING, INC.",2000023140,3/4/22,05 01 01,Amendment #3 Account update,96200,,0,"137,804.00",0,0,2,2023
,54185,"GANNETT FLEMING, INC.",2000023140,3/4/22,06 01 01,Amendment #4,96200,,0,"47,782.00",0,0,7,2023
,54185,"GANNETT FLEMING, INC.",2000023140,3/4/22,07 01 01,Amendment #5,96200,,0,"131,022.00",0,0,11,2023
,33328,"GARDA CL WEST, INC",2000026843,7/25/23,01 01 01,FY23-24 Garda Courier SVCS FOR UCO,96200,,0,"7,500.00",0,0,1,2023
,33328,"GARDA CL WEST, INC",2000026843,7/25/23,01 01 01,FY23-24 Garda Courier SVCS FOR UCO,96200,,0,"1,199.16",0,0,11,2023
,33328,"GARDA CL WEST, INC",2000026843,7/25/23,02 01 01,FY23-24 Garda Courier  0000Excessive Tim,96200,,0,600,0,0,1,2023
,32050,GARRATT-CALLAHAN CO,2000026567,6/16/23,02 01 01,CO#1 Additional flushing cleaning & pass,96200,,0,"61,649.45",0,0,1,2023
,32050,GARRATT-CALLAHAN CO,2000027220,9/25/23,01 01 01,Labor by a GC Employee for disinfection,96200,,0,"1,925.00",0,0,3,2023
,32050,GARRATT-CALLAHAN CO,2000027220,9/25/23,02 01 01,Formula 9400 (5 GAL),96200,,0,308.45,0,0,3,2023
,32050,GARRATT-CALLAHAN CO,2000027220,9/25/23,03 01 01,Freight,96200,,0,100,0,0,3,2023
,48806,GAUGHAN SOUTH LLC DBA SOU,2000027570,10/31/23,01 01 01,Cal Poly Rodeo reception at the NFR 12/1,96200,,0,"5,950.43",0,0,4,2023
,48806,GAUGHAN SOUTH LLC DBA SOU,2000027570,10/31/23,01 01 02,Cal Poly Rodeo reception at the NFR 12/1,96200,,0,"5,775.42",0,0,4,2023
,48806,GAUGHAN SOUTH LLC DBA SOU,2000027570,10/31/23,01 01 03,Cal Poly Rodeo reception at the NFR 12/1,96200,,0,"5,775.42",0,0,4,2023
,39432,GE HEALTHCARE,2000028452,4/2/24,01 01 01,DXA Machine/Equipment,89800,,"90,299.50",0,0,0,10,2023
,53852,"GERSTEL, INC.",2000027222,9/12/23,01 01 01,Gerstel Tube Conditioner,49000,,"13,096.60",0,0,0,3,2023
,53852,"GERSTEL, INC.",2000027222,9/12/23,02 01 01,Gerstel Twister,49000,,763.16,0,0,0,3,2023
,53852,"GERSTEL, INC.",2000027222,9/12/23,03 01 01,Gerstel Thin Film Solid Phase Microextra,49000,,965.25,0,0,0,3,2023
,53852,"GERSTEL, INC.",2000027222,9/12/23,05 01 01,Sensory Directed Analysis Workshop,49000,,"4,800.00",0,0,0,3,2023
,53852,"GERSTEL, INC.",2000027222,9/12/23,06 01 01,Shipping,49000,,160.88,0,0,0,3,2023
OSB,15777,GF GARCIA & SONS INC,2000027167,9/5/23,01 01 01,Bldg. 2 Conduit Repair,96200,,0,"2,657.96",0,0,3,2023
OSB,15777,GF GARCIA & SONS INC,2000027210,10/9/23,01 01 01,FR7711 Shepard Reservoir Repairs  -  Bid,96200,,0,"346,108.00",0,0,3,2023
OSB,15777,GF GARCIA & SONS INC,2000027210,10/9/23,02 01 01,Change Order #1,96200,,0,"662,555.36",0,0,6,2023
OSB,15777,GF GARCIA & SONS INC,2000027210,10/9/23,03 01 01,Change Order #2,96200,,0,"136,249.33",0,0,8,2023
OSB,15777,GF GARCIA & SONS INC,2000027210,10/9/23,04 01 01,Change Order #3 Scope Reduction,96200,,0,"-100,439.62",0,0,12,2023
OSB,15777,GF GARCIA & SONS INC,2000027274,9/20/23,01 01 01,Mobilization Excavation backfill AC patc,96200,,0,"4,820.00",0,0,3,2023
OSB,15777,GF GARCIA & SONS INC,2000027293,9/20/23,01 01 01,Emergency Sewer Repair at Children's Cen,96200,,0,"3,747.18",0,0,3,2023
OSB,15777,GF GARCIA & SONS INC,2000027359,10/5/23,01 01 01,FR7804 Provide grading and trenching ser,96200,,0,"7,894.42",0,0,4,2023
OSB,15777,GF GARCIA & SONS INC,2000027732,12/5/23,01 01 01,GPS Survey of Compost Area,96200,,0,"2,873.00",0,0,6,2023
,38560,GFK US HOLDINGS INC,2000027482,10/19/23,01 01 01,Electronic database resource,52500,,"3,667.00",0,0,0,4,2023
,57707,"GIEBLER,BRIAN LOUIS-WTHD",2000028074,2/1/24,01 01 01,2024 Bach Week Guest Artist Brian Gieble,96200,,0,"2,200.00",0,0,8,2023
,57707,"GIEBLER,BRIAN LOUIS-WTHD",2000028074,2/1/24,02 01 01,2024 Bach Week Guest Artist Brian Gieble,96200,,0,600,0,0,8,2023
,8132,GILBANE BUILDING COMPANY,2000018831,7/20/20,59 01 01,MAJ 17- MJ0060 CMAR - Construction of th,90900,,0,0,"241,386.89",0,1,2023
,8132,GILBANE BUILDING COMPANY,2000018831,7/20/20,60 01 01,MAJ 17- MJ0060 CMAR - Construction of th,90900,,0,0,"-445,524.00",0,1,2023
,8132,GILBANE BUILDING COMPANY,2000018831,7/20/20,61 01 01,MAJ 17- MJ0060 CMAR - Construction of th,90900,,0,0,"489,962.68",0,8,2023
,8132,GILBANE BUILDING COMPANY,2000018831,7/20/20,62 01 01,MAJ 17- MJ0060 CMAR - Construction of th,90900,,0,0,"-270,622.26",0,8,2023
,8132,GILBANE BUILDING COMPANY,2000018831,7/20/20,63 01 01,MAJ 17- MJ0060 CMAR - Construction of th,90900,,0,0,"1,925,681.38",0,10,2023
,57199,"GILES,WILLIAM-WTHD",2000027478,10/19/23,01 01 01,Campus Speaker and Poetry Performance,96200,,0,"2,000.00",0,0,4,2023
,46999,"GIN,DICK-WTHD",2000027178,9/5/23,01 01 01,Athletic Training Services FY 23/24,96200,,0,"7,500.00",0,0,3,2023
,46999,"GIN,DICK-WTHD",2000027178,9/5/23,01 01 01,Athletic Training Services FY 23/24,96200,,0,"5,000.00",0,0,9,2023
,46999,"GIN,DICK-WTHD",2000027178,9/5/23,02 01 01,Athletic Rehabilitation Services,96200,,0,900,0,0,12,2023
,57150,"GLASS,ALEC-WTHD",2000027435,10/6/23,01 01 01,03/01/2024 Guest cellist Cantabile Conce,96200,,0,350,0,0,4,2023
,57150,"GLASS,ALEC-WTHD",2000027435,10/6/23,02 01 01,03/08/2024 Guest cellist Cantabile Conce,96200,,0,200,0,0,4,2023
,7489,GLAXOSMITHKLINE FIN INC,2000027565,10/31/23,01 01 01,Influenza Vaccine Fluarix,26900,,"12,400.50",0,0,0,4,2023
,7489,GLAXOSMITHKLINE FIN INC,2000027565,10/31/23,02 01 01,Excise Tax,26900,,525,0,0,0,4,2023
,7489,GLAXOSMITHKLINE FIN INC,2000027565,10/31/23,03 01 01,Credit for Returned Influenza Vaccine Fl,26900,,"-2,146.26",0,0,0,4,2023
